"rcc","gcc","bcc","brt","max.filtered","doy","date","ROI"
0.271514302860572,0.513944673977779,0.215571399875577,236.913292710449,0.520195896042776,305,2013-11-01,"T1"
0.266962940631069,0.507938697589468,0.226579385373758,245.384518167457,0.520195896042776,306,2013-11-02,"T1"
0.263640183692836,0.506110714313388,0.230636300260541,243.575220040623,0.518482926871335,307,2013-11-03,"T1"
0.276406408068109,0.491286641924121,0.223374660997218,246.453351387949,0.519414139475991,308,2013-11-04,"T1"
0.27202264241191,0.500796942542872,0.220028408064219,249.520875648838,0.52940366405089,309,2013-11-05,"T1"
0.256137470550409,0.514258232951593,0.221334529120162,223.529225908373,0.538747014301366,310,2013-11-06,"T1"
0.252581903698875,0.502075397787181,0.234173460333007,252.023403294967,0.538747014301366,311,2013-11-07,"T1"
0.261516819768344,0.508999473794284,0.224266698444799,247.785104942451,0.528575534145431,312,2013-11-08,"T1"
0.249807865354385,0.508749602641803,0.248389006843823,225.10412999323,0.528575534145431,313,2013-11-09,"T1"
0.257979246629728,0.499595356688077,0.237560134319219,244.681313473257,0.534327550116442,314,2013-11-10,"T1"
0.262416459368143,0.509943348975725,0.222872461928985,230.788038817423,0.527143350645431,315,2013-11-11,"T1"
0.291514461567165,0.479834031055533,0.230593337521163,230.232453170842,0.516509599354469,316,2013-11-12,"T1"
0.262630112574479,0.490593116576302,0.247106364418557,269.395599187542,0.511899700446823,317,2013-11-13,"T1"
0.286805911159253,0.487387972301014,0.230657959351135,246.496321372151,0.511899700446823,318,2013-11-14,"T1"
0.257246848193594,0.495766863050275,0.248324197976195,253.297359512525,0.513321867083432,319,2013-11-15,"T1"
0.259729890891522,0.504086633279509,0.237059493663075,236.647348228391,0.513986309893775,320,2013-11-16,"T1"
0.259825871105168,0.499330953022433,0.244922246667084,242.085443466486,0.519288506741489,321,2013-11-17,"T1"
0.262420411941319,0.503870568916993,0.233829149118944,237.74278943805,0.521897062752665,322,2013-11-18,"T1"
0.273082809945088,0.499242067851536,0.226470505793254,246.060708643647,0.522666557435699,323,2013-11-19,"T1"
0.25888375685278,0.481044541610103,0.261216619784414,293.92105619499,0.511264828492315,324,2013-11-20,"T1"
0.246933510782247,0.493535484645851,0.25402115915084,266.54484315053,0.495687042653321,325,2013-11-21,"T1"
0.251741373046201,0.439654542549282,0.30397893055354,371.880636425186,0.494728632365332,326,2013-11-22,"T1"
0.244534276666825,0.43699804475609,0.318800339729187,374.374272173324,0.501561878488382,327,2013-11-23,"T1"
0.256681622136331,0.494588971820183,0.252097063993754,253.270051907019,0.506792290391834,328,2013-11-24,"T1"
0.265821424076069,0.494091489510069,0.242568056987519,232.510945610472,0.507070478389152,329,2013-11-25,"T1"
0.21946380465853,0.478945484071394,0.296816930691095,247.320762807493,0.506349726338094,330,2013-11-26,"T1"
0.274506446010483,0.482634267085447,0.244933279925948,237.128120063191,0.511281516568343,331,2013-11-27,"T1"
0.255843056105077,0.489897938349828,0.253754659097149,266.756240126382,0.512701840373945,332,2013-11-28,"T1"
0.261248596510726,0.497065664404144,0.241206533162643,250.655179417739,0.511967286006047,333,2013-11-29,"T1"
0.253896133672436,0.491120779211207,0.256042637037843,260.973121191605,0.511967286006047,334,2013-11-30,"T1"
0.29242999396806,0.50001390377374,0.206315271069431,263.173314877732,0.511799892524096,305,2013-11-01,"T2"
0.286135903616885,0.50161726622656,0.214550757107631,262.757245920893,0.511799892524096,306,2013-11-02,"T2"
0.281827574212569,0.5095203380833,0.211121591811631,251.514848370454,0.510960518174999,307,2013-11-03,"T2"
0.302996422931542,0.482581203949882,0.225389012366286,303.856046306782,0.512151434416535,308,2013-11-04,"T2"
0.290179887584794,0.495834786413199,0.212927615049075,274.091124533367,0.516540096326573,309,2013-11-05,"T2"
0.285347960265086,0.497682770426443,0.212282349019083,264.578855752695,0.518254370912753,310,2013-11-06,"T2"
0.268484678335532,0.497506088358128,0.216856254795258,265.105196929659,0.519084138540271,311,2013-11-07,"T2"
0.27917982184269,0.498630835054721,0.208828802701911,259.693490205948,0.518346802166561,312,2013-11-08,"T2"
0.27178180598303,0.497216320055742,0.227755976758174,250.121093913846,0.516814543571247,313,2013-11-09,"T2"
0.276882243290484,0.499529626956354,0.222652395080882,249.689862002433,0.519563404392568,314,2013-11-10,"T2"
0.284935638927087,0.503358780825725,0.208481821704191,251.166016526152,0.519563404392568,315,2013-11-11,"T2"
0.319653035991274,0.437869741111755,0.240249635919557,351.61417306321,0.513977772553919,316,2013-11-12,"T2"
0.280129710617113,0.491488909334051,0.218199132762665,280.971184094627,0.505057004977278,317,2013-11-13,"T2"
0.317330908286172,0.449862229241311,0.235681814722039,343.634621030997,0.506596480643637,318,2013-11-14,"T2"
0.275294371635688,0.497349693314384,0.226496810063761,261.38700138417,0.509510794716591,319,2013-11-15,"T2"
0.278716519951114,0.504644595666769,0.217140340336305,244.844889056667,0.509510794716591,320,2013-11-16,"T2"
0.278916428863609,0.499390791703563,0.226962025944796,257.111887085273,0.509510794716591,321,2013-11-17,"T2"
0.279891635803773,0.502051389379307,0.219007228170341,253.450169875425,0.507148952671779,322,2013-11-18,"T2"
0.308696351141053,0.472279550885972,0.219284091391605,312.605385680131,0.507148952671779,323,2013-11-19,"T2"
0.269632822016325,0.494088720441079,0.235376179830702,271.270731093494,0.5105341177682,324,2013-11-20,"T2"
0.261442725722648,0.496089753057752,0.234476920470363,266.069229478629,0.5105341177682,325,2013-11-21,"T2"
0.252160474393641,0.455817668054448,0.287975025185454,297.767144834529,0.500009868669051,326,2013-11-22,"T2"
0.241299727349859,0.452609379646463,0.30675315526068,296.738161150958,0.500529172759436,327,2013-11-23,"T2"
0.272692535016357,0.498931764597488,0.229956153402125,261.576863386603,0.500529172759436,328,2013-11-24,"T2"
0.300206505965201,0.472804825932986,0.246141451615761,290.26706094543,0.508629965162319,329,2013-11-25,"T2"
0.241750689918098,0.475167929389122,0.271752710763983,252.369007172518,0.498963989602215,330,2013-11-26,"T2"
0.316219530520282,0.427333565335545,0.258330119976813,373.26737552955,0.512099337910191,331,2013-11-27,"T2"
0.270128664512324,0.498270727883645,0.228722441179976,252.65802608951,0.51269920124357,332,2013-11-28,"T2"
