"rcc","gcc","bcc","brt","max.filtered","doy","date","ROI"
0.269903148938655,0.522303684615784,0.206757893831967,231.622545700745,0.547327836131819,182,2013-07-01,"T1"
0.252657388524086,0.52675902384979,0.200278920506422,218.898104265403,0.547327836131819,183,2013-07-02,"T1"
0.254414937644891,0.511466901044239,0.220197326186134,253.716790792146,0.554363008480354,184,2013-07-03,"T1"
0.261089484208668,0.517171462806221,0.219874688396468,247.518438275784,0.538446986171418,185,2013-07-04,"T1"
0.255386422680511,0.52114400067392,0.226461847003931,240.526179192056,0.555833963452734,186,2013-07-05,"T1"
0.265066027900465,0.538352147949848,0.194773370752481,217.421981494019,0.555833963452734,187,2013-07-06,"T1"
0.260079249990991,0.528085429775026,0.208085289923547,183.461837057098,0.555833963452734,188,2013-07-07,"T1"
0.265031729289925,0.520127253664528,0.222744705320909,232.830173775671,0.539202277539978,189,2013-07-08,"T1"
0.25642110350223,0.516711088359036,0.227000225448109,245.766215301286,0.541020006539472,190,2013-07-09,"T1"
0.270752795424747,0.510625253813771,0.205541731506238,251.138546603476,0.543287089492186,191,2013-07-10,"T1"
0.261430416311996,0.515997337547309,0.219103051835981,247.948950575491,0.541552161008618,192,2013-07-11,"T1"
0.265139838409989,0.508715190712149,0.222370438863441,252.086662153013,0.542500274745082,193,2013-07-12,"T1"
0.261346086402626,0.514545410330301,0.202110881730838,247.758609794629,0.554329861868368,194,2013-07-13,"T1"
0.255416139979167,0.520486035481501,0.215476967910187,240.013902053712,0.565846472136658,195,2013-07-14,"T1"
0.26379429900843,0.530468495386023,0.198984995744954,207.420334010381,0.558006554535423,196,2013-07-15,"T1"
0.270103817966443,0.517155285316187,0.212268800281511,218.861137440758,0.555019631355994,197,2013-07-16,"T1"
0.270696756010212,0.535915262315093,0.19417548657072,215.658451816746,0.55198150540548,198,2013-07-17,"T1"
0.275103796774167,0.51989597445853,0.200797370987132,239.14163845633,0.548250190548071,199,2013-07-18,"T1"
0.280465137312075,0.520305338816491,0.203435631458441,207.585443466486,0.543724988546228,200,2013-07-19,"T1"
0.27250236121816,0.522479613182344,0.198942875936606,218.358068156172,0.543496814795936,201,2013-07-20,"T1"
0.279898188771324,0.497303026374023,0.225452870368044,207.56499661476,0.534183330047328,202,2013-07-21,"T1"
0.279702087355326,0.503219698060106,0.215412503719205,208.054321823516,0.519745411777221,203,2013-07-22,"T1"
