"rcc","gcc","bcc","brt","max.filtered","doy","date","ROI"
0.293778363227525,0.481907607271767,0.228119731234175,219.923764387271,0.514704157187043,274,2013-10-01,"T1"
0.28013361354873,0.495805394021173,0.231215493554654,240.508034303769,0.514704157187043,275,2013-10-02,"T1"
0.292848714347556,0.475198378507611,0.235746916567169,225.818325434439,0.517492032084432,276,2013-10-03,"T1"
0.28239133619316,0.506538665885923,0.218833155418893,222.459805912886,0.520518921820978,277,2013-10-04,"T1"
0.289283353802512,0.494089102479612,0.220269347131175,227.366508688784,0.523199894224129,278,2013-10-05,"T1"
0.249478801521949,0.517432314768253,0.23341381779445,223.649988715865,0.526002999352905,279,2013-10-06,"T1"
0.262486128704009,0.512387124513202,0.223473656484776,231.014037463327,0.524167239793731,280,2013-10-07,"T1"
0.288875939666156,0.491418018401367,0.216138998635691,219.204716768224,0.532770937175551,281,2013-10-08,"T1"
0.262232792448885,0.503815454796082,0.233834024762234,238.334123222749,0.524458878237781,282,2013-10-09,"T1"
0.267864146294857,0.505124846712837,0.227011006992306,243.29541864139,0.524458878237781,283,2013-10-10,"T1"
0.246876549287706,0.446775584475462,0.304404983227644,356.210810200858,0.510214403991692,284,2013-10-11,"T1"
0.26389111163513,0.494277160813028,0.239031838735144,264.338636876552,0.507702393763319,285,2013-10-12,"T1"
0.282576807082609,0.489972856214389,0.227897887977508,250.957391108102,0.520747773850802,286,2013-10-13,"T1"
0.266886709953804,0.514410239889966,0.21351260989459,228.166260437824,0.519507653709709,287,2013-10-14,"T1"
0.268938134632238,0.508125280126705,0.222398406491455,240.404310539382,0.521987893991895,288,2013-10-15,"T1"
0.265613093245284,0.499345724413143,0.236879948803439,255.016497404649,0.520738278525194,289,2013-10-16,"T1"
0.264329808332394,0.50274001858625,0.222385666099637,240.821597833446,0.537597237652959,290,2013-10-17,"T1"
0.263882721612688,0.516867096504824,0.215643708911723,220.835138794854,0.5301061393823,291,2013-10-18,"T1"
0.29549605067185,0.478211597218542,0.227390880661126,227.446039268788,0.5301061393823,292,2013-10-19,"T1"
0.274692102813113,0.505418655329659,0.217085665712889,246.355247122546,0.523702259494625,293,2013-10-20,"T1"
0.274595226514143,0.51299757564793,0.208178342543117,224.630941096818,0.522977054463384,294,2013-10-21,"T1"
0.284088033496095,0.502128588905734,0.216609574508733,226.464500112841,0.527338158815412,295,2013-10-22,"T1"
0.275477060277383,0.517623370362666,0.207605844775255,223.967479124351,0.526375254049796,296,2013-10-23,"T1"
0.293121313850023,0.49850321195744,0.226162821206823,236.275332881968,0.527338158815412,297,2013-10-24,"T1"
0.286914710698297,0.502584449892113,0.212291423363127,239.25378018506,0.517524560180824,298,2013-10-25,"T1"
0.282009533797446,0.499387299558579,0.214681549930693,240.374385014669,0.517524560180824,299,2013-10-26,"T1"
0.27275461532606,0.487901935759848,0.238193284758012,224.446287519747,0.515762700812977,300,2013-10-27,"T1"
0.282263999324657,0.497192741447198,0.224712035104745,242.482690137666,0.515569596208405,301,2013-10-28,"T1"
0.270256271223918,0.505413541075392,0.223337808560448,232.44278943805,0.523392234196114,302,2013-10-29,"T1"
0.266312503848079,0.502925227461862,0.227294333822517,228.424328593997,0.516707703471273,303,2013-10-30,"T1"
0.289069924921057,0.478327765115928,0.236950636358789,235.857368539833,0.516707703471273,304,2013-10-31,"T1"
0.314078664680501,0.456763454086525,0.226641668384793,313.62233127805,0.482087549603943,274,2013-10-01,"T2"
0.30168204111173,0.472124421569362,0.228223863455305,293.185709492052,0.482087549603943,275,2013-10-02,"T2"
0.310947501214951,0.451200700945857,0.236812961172212,309.489996224991,0.482087549603943,276,2013-10-03,"T2"
0.309774080394436,0.464429132948437,0.225934149688853,322.311606056793,0.479652006335998,277,2013-10-04,"T2"
0.312879722714946,0.465173564940543,0.224131273523167,321.968562560295,0.514559966414376,278,2013-10-05,"T2"
0.269813378638062,0.51159708474869,0.217050514775679,234.107692630343,0.519779328030404,279,2013-10-06,"T2"
0.282155994314212,0.509739730878759,0.209944352827447,243.254519525188,0.519779328030404,280,2013-10-07,"T2"
0.318917781721855,0.45606481433318,0.223514844483506,320.545803447842,0.520574229411093,281,2013-10-08,"T2"
0.280413937081959,0.50646351074013,0.217511240650311,239.699865777442,0.520782455061115,282,2013-10-09,"T2"
0.287746051647956,0.509411135379177,0.201867296349851,237.038337318066,0.520782455061115,283,2013-10-10,"T2"
0.246769282938237,0.465373811969987,0.284597387893785,288.884778323057,0.520024464129932,284,2013-10-11,"T2"
0.277834847103935,0.496966843609037,0.220326228900175,264.941004991401,0.501568923227885,285,2013-10-12,"T2"
0.313990155994766,0.461768352955653,0.234273589757861,324.084623128225,0.501568923227885,286,2013-10-13,"T2"
0.298886686974722,0.489752628337515,0.2163324756735,300.641835493478,0.504723200980326,287,2013-10-14,"T2"
0.287358684667748,0.502644827086754,0.207898176686104,263.623358919508,0.511824818383196,288,2013-10-15,"T2"
0.282448813202894,0.509505450273767,0.208298293638602,249.23686086993,0.515186509443141,289,2013-10-16,"T2"
0.28965867674749,0.488460496233654,0.218550976967323,302.97219076381,0.524278825077871,290,2013-10-17,"T2"
0.283775489455634,0.509994805143078,0.207486849016696,243.289438362485,0.518300975105062,291,2013-10-18,"T2"
0.317155530748407,0.449496291747507,0.233631303948699,329.39786502244,0.518300975105062,292,2013-10-19,"T2"
0.294968761271512,0.492469742507615,0.208557081509297,287.715615955707,0.515644397910446,293,2013-10-20,"T2"
0.303762119550977,0.487020019562278,0.209634689836874,295.630468520616,0.516508853347751,294,2013-10-21,"T2"
0.318794387130847,0.455932065369107,0.227340210155913,334.148798288662,0.515648591699602,295,2013-10-22,"T2"
0.294948847747916,0.501768289132025,0.203784069364612,265.310305775764,0.51082989815912,296,2013-10-23,"T2"
0.314929567486832,0.458380346855225,0.224245694594096,313.932678998364,0.51082989815912,297,2013-10-24,"T2"
0.312946901614876,0.479930433675177,0.207122664709946,297.728304181872,0.507683473628971,298,2013-10-25,"T2"
0.319257886928729,0.461808224215511,0.222298872660632,314.639339792794,0.51056877903778,299,2013-10-26,"T2"
0.31486780561434,0.445751133266596,0.243662067691315,344.492072480181,0.513316052582816,300,2013-10-27,"T2"
0.298456882537701,0.49353197240032,0.218452399273994,283.768675810578,0.51384734259281,301,2013-10-28,"T2"
0.311036182990827,0.461246998632169,0.229906330963434,343.639654376914,0.513745956501666,302,2013-10-29,"T2"
0.297183827889719,0.48459077392993,0.223509979547937,289.754959942955,0.503431059763746,303,2013-10-30,"T2"
0.316998845398148,0.437711414993099,0.245071684994475,341.601107336102,0.503431059763746,304,2013-10-31,"T2"
